evtime	station	ptime	stime	pscore	sscore	evsource
2019-02-22 12:00:11.000000	TOL1	1550836827.59700000	1550836839.08600000	0.00000000	0.00000000	MANUAL
2019-02-22 12:29:33.000000	COP2	1550838581.34000000	1550838587.43400000	0.00000000	0.00000000	MANUAL
2019-02-22 12:29:33.000000	COPA	1550838579.56300000	1550838584.78700000	0.00000000	0.00000000	MANUAL
2019-02-22 12:29:33.000000	LONQ	1550838588.70900000	1550838601.49200000	0.00000000	0.00000000	MANUAL
2019-02-22 12:29:33.000000	MAYA	1550838582.33800000	1550838588.87400000	0.00000000	0.00000000	MANUAL
2019-02-22 12:29:33.000000	TOL1	1550838589.04500000	1550838600.43200000	0.00000000	0.00000000	MANUAL
2019-02-22 13:29:25.000000	COP2	1550842173.76800000	1550842179.64700000	0.00000000	0.00000000	MANUAL
2019-02-22 13:29:25.000000	COPA	1550842171.80500000	1550842177.15000000	0.00000000	0.00000000	MANUAL
2019-02-22 13:29:25.000000	LONQ	1550842181.20400000	1550842194.10600000	0.00000000	0.00000000	MANUAL
2019-02-22 13:29:25.000000	MAYA	1550842174.76200000	1550842181.25000000	0.00000000	0.00000000	MANUAL
2019-02-22 13:29:25.000000	TOL1	1550842181.48400000	1550842192.79500000	0.00000000	0.00000000	MANUAL
2019-02-22 15:23:21.000000	COP2	1550849010.12800000	1550849016.24400000	0.00000000	0.00000000	MANUAL
2019-02-22 15:23:21.000000	COPA	1550849008.36500000	1550849013.63500000	0.00000000	0.00000000	MANUAL
2019-02-22 15:23:21.000000	MAYA	1550849011.46400000	1550849018.25300000	0.00000000	0.00000000	MANUAL
2019-02-22 15:23:21.000000	TOL1	1550849017.83900000	1550849029.31100000	0.00000000	0.00000000	MANUAL
2019-02-22 19:58:51.000000	COP2	1550865539.76300000	1550865545.64100000	0.00000000	0.00000000	MANUAL
2019-02-22 19:58:51.000000	COPA	1550865538.06100000	NULL	0.00000000	NULL	MANUAL
2019-02-22 19:58:51.000000	LONQ	1550865547.08000000	NULL	0.00000000	NULL	MANUAL
2019-02-22 19:58:51.000000	MAYA	1550865540.85800000	1550865547.58700000	0.00000000	0.00000000	MANUAL
