[230] 2019-07-15 14:46:31  -37.8134 -71.4214   8.0   M 1.2    8 ph  GAP 294  RMS 0.2 s  ERR  4.4 km xyz(  3.8 km,  3.6 km,  5.6 km) [MANUAL]
[232] 2019-07-16 02:20:29  -37.8761 -71.2898  14.4   M 1.8    8 ph  GAP 283  RMS 0.1 s  ERR  4.2 km xyz(  3.2 km,  3.2 km,  5.7 km) [MANUAL]
[234] 2019-07-16 15:46:36  -38.3437 -71.7246   2.1   M 1.4    8 ph  GAP 242  RMS 0.1 s  ERR  3.2 km xyz(  3.3 km,  2.4 km,  3.8 km) [MANUAL]
[236] 2019-07-23 16:08:07  -38.4488 -71.6258   9.0   M 2.0    8 ph  GAP 223  RMS 0.2 s  ERR  5.1 km xyz(  5.9 km,  3.9 km,  5.4 km) [MANUAL]
[238] 2019-07-26 16:43:33  -37.8719 -71.0694  19.6   M 1.7    6 ph  GAP 319  RMS 0.2 s  ERR 14.9 km xyz( 18.2 km, 11.4 km, 14.2 km) [MANUAL]
[240] 2019-07-27 03:15:26  -38.4424 -71.6176   7.0   M 0.9    6 ph  GAP 211  RMS 0.1 s  ERR  6.3 km xyz(  4.9 km,  5.9 km,  7.6 km) [MANUAL]
[243] 2019-07-28 07:54:29  -38.0741 -71.3597   4.4   M 1.6    8 ph  GAP 161  RMS 0.2 s  ERR  9.3 km xyz(  8.8 km,  2.9 km, 13.2 km) [MANUAL]
[244] 2019-08-03 08:13:13  -38.5124 -72.0592   1.0   M 1.7   12 ph  GAP 314  RMS 0.2 s  ERR  8.3 km xyz(  3.1 km,  6.6 km, 12.4 km) [MANUAL]
[247] 2019-08-04 13:05:51  -37.6201 -71.4008   2.6   M 2.1    6 ph  GAP 330  RMS 0.0 s  ERR 19.7 km xyz( 19.8 km, 21.9 km, 17.2 km) [MANUAL]
[249] 2019-08-04 13:07:07  -37.5901 -71.4172  12.6   M 1.6    8 ph  GAP 333  RMS 0.1 s  ERR  8.2 km xyz(  6.4 km,  5.7 km, 11.4 km) [MANUAL]
[250] 2019-08-05 00:45:50  -37.8384 -71.2482   1.0   M 1.2    6 ph  GAP 300  RMS 0.1 s  ERR 12.8 km xyz(  8.5 km, 11.3 km, 17.1 km) [MANUAL]
[252] 2019-08-06 19:34:35  -38.0436 -71.3619  10.5   M 1.5    8 ph  GAP 141  RMS 0.3 s  ERR  7.7 km xyz(  8.4 km,  6.9 km,  7.7 km) [MANUAL]
[254] 2019-08-13 14:29:05  -37.8655 -71.3007   1.0   M 0.9    6 ph  GAP 255  RMS 0.1 s  ERR  6.6 km xyz(  5.9 km,  5.9 km,  7.8 km) [MANUAL]
[257] 2019-08-15 04:04:56  -37.8940 -71.2099   2.6   M 1.2    8 ph  GAP 296  RMS 0.2 s  ERR 11.7 km xyz( 11.0 km,  9.7 km, 14.0 km) [MANUAL]
[259] 2019-08-17 16:59:20  -37.8659 -71.9512   9.5   M 1.9   10 ph  GAP 296  RMS 0.1 s  ERR  8.4 km xyz(  3.9 km,  3.7 km, 13.5 km) [MANUAL]
[261] 2019-08-17 22:22:57  -38.4227 -71.6333   4.8   M 0.9    6 ph  GAP 168  RMS 0.0 s  ERR  4.3 km xyz(  2.9 km,  3.0 km,  6.2 km) [MANUAL]
[263] 2019-08-18 16:03:24  -37.8863 -71.4210   1.0   M 1.2    8 ph  GAP 217  RMS 0.2 s  ERR  5.5 km xyz(  2.4 km,  3.4 km,  8.5 km) [MANUAL]
[265] 2019-08-29 09:50:26  -38.4668 -71.0209  35.8   M 1.6   10 ph  GAP 289  RMS 0.1 s  ERR 18.1 km xyz( 12.7 km,  8.9 km, 27.2 km) [MANUAL]
[267] 2019-08-29 10:19:51  -38.4794 -70.9828   9.5   M 1.8    8 ph  GAP 293  RMS 0.2 s  ERR 23.8 km xyz( 20.8 km,  8.3 km, 34.5 km) [MANUAL]
[269] 2019-08-29 13:34:23  -38.4656 -71.0033  22.9   M 2.4   14 ph  GAP 291  RMS 0.2 s  ERR 11.2 km xyz(  4.2 km,  3.3 km, 18.7 km) [MANUAL]
[271] 2019-09-03 08:51:12  -37.8290 -71.3118   1.0   M 0.9    8 ph  GAP 270  RMS 0.1 s  ERR  5.3 km xyz(  2.3 km,  3.5 km,  8.2 km) [MANUAL]
[272] 2019-09-06 17:34:47  -37.9268 -71.1082  10.9   M 1.5   10 ph  GAP 311  RMS 0.3 s  ERR  5.6 km xyz(  5.1 km,  6.6 km,  5.1 km) [MANUAL]
[275] 2019-09-08 03:04:54  -37.8600 -71.4096   1.0   M 0.9    8 ph  GAP 240  RMS 0.2 s  ERR  4.6 km xyz(  1.8 km,  2.6 km,  7.4 km) [MANUAL]
[277] 2019-09-10 03:44:05  -38.2114 -71.4456   9.1   M 2.2   14 ph  GAP 176  RMS 0.3 s  ERR  3.6 km xyz(  3.8 km,  1.7 km,  4.7 km) [MANUAL]
